,material,material_garment
3907,", , , main label
, , , , neckline / centered ",1
3908,", , , size woven label mmg 
men alpha/top, , , , neckline / centered ",1
3909,", , , care label & p.o. label, , , , left side seam ",1
3910,", , ,  hang tag, , , , ",1
3911,", , , hang tag mix & match, , , , front zipper ",1
3912,", , , hang tag low impact, , , , ",1
3913,", , , hangtag lafuma corporate, , , , left side pocket",1
3914,", , , hang tag climactive
, , , , insert on corporate ht",1
3915,", , , hang tag pfc free, , , , ",1
3916,", , , polybag, , , , ",1
3917,", , , zipper vislon #7
2ways - separable- autolock, , , , front zip ",1
3918,", , , zipper nylon inverted #3 
1way - non separable - non lock  - drop puller
sn31wdm, , , , billfold pocket ",1
3919,", , , cord puller, , , , front opening (1)",1
3920,", , , snap button 
17mm, , , , 2x top front
1x bottom front
2x cuff (only female
2x bottom pocket flap",1
3921,", , , snap button invisible
17mm, , , , 3x front
5x removable hood",1
3922,", , , velcro female ( rounded corner)
20x100mm, , , , back hood adjustment
on  garment  ",1
3923,", , , velcro male ( rounded corner)
20x60mm, , , , back hood adjustment 
on  flap ",1
3924,", , , embroidery  lafuma 72 mm, , , , right front / top",1
3925,", , , embroidery lafuma feuille 20 mm, , , , left sleeve / top",1
3926,", , ,  climactive woven fly, , , , bottom left back",1
3927,", , , main label medium size, , , , neckline / centered ",1
3928,", , , size woven label mmg 
men alpha/top, , , , neckline / centered ",1
3929,", , , care label & p.o. label, , , , left side seam ",1
3930,", , ,  hang tag, , , , ",1
3931,", , , hangtag lafuma corporate, , , , attach on left side pocket",1
3932,", , , hang tag climactive
, , , , insert on corporate ht",1
3933,", , , hang tag pfc free, , , , ",1
3934,", , , polybag, , , , for garment packing ",1
3935,", , , , , , , hang tags",1
3936,", , , shell 1
pfm0025u87 3l, , , , full garment",1
3937,", , , non woven
, , , , flaps + embroideries backside",1
3938,", , , zipper delrin # 5
1way - separable - autolock
sd51ma.rt, , , , front zip",1
3939,", , , zipper delrin # 5
1way - non separable - non lock
sd51ma.rt, , , , 2x pocket zipper",1
3940,", , , zipper vislon #5 (left insert)
1way - separable - autolock -
vsor-56 da86 e p14 kensin musi n-anti newkob4, , , , 1x jacket connection",1
3941,", , , cord puller, , , , 1x front zipper",1
3942,", , , 17mm flat metal snap  
(male & female parts), , , , 2x cuff tab
1x chest pocket flap",1
3943,", , , 17mm flat metal snap  
(male part), , , , 2x bottom sleeve",1
3944,", , , 10mm metal eyelet, , , , 4x front hood adjustment
2x bottom adjustement",1
3945,", , , cord stopper 20mm, , , , 1x bottom adjustment",1
3946,", , , small cord stopper 20mm, , , , 2x front hood adjustment",1
3947,", , , plastic pearl, , , , 2x front hood adjustment",1
3948,", , , 2,5mm elastic cord , , , , 1x bottom adjustment",1
3949,", , , 5mm polyester webbing , , , , 2x bottom adjustement to hold stopper and cord",1
3950,", , , 12mm nylon webbing , , , , 1x back neckline (jkt connection)
2x 7cm from bottom sleeve ( jkt connection)",1
3951,", , , 8mm plastic snap, , , , 1x back neckline (jkt connection)
2x 7cm from bottom sleeve ( jkt connection)",1
3952,", , , embroidery lafuma 72mm, , , , right top front",1
3953,", , , embroidery leaf 20mm, , , , left top sleeve ",1
3954,", , , climactive labels
, , , , left side seam ",1
3955,", , , main labels
, , , , neckline / centered ",1
3956,", , , size woven label mmg 
men alpha/top, , , , neckline / centered ",1
3957,", , , care label & p.o. label, , , , left side seam ",1
3958,", , ,  hang tag, , , , ",1
3959,", , , hang tag mix & match, , , , front zipper ",1
3960,", , , hang tag low impact, , , , ",1
3961,", , , hangtag lafuma corporate, , , , left side pocket",1
3962,", , , hang tag climactive
, , , , insert on corporate ht",1
3963,", , , hang tag pfc free, , , , ",1
3964,", , , polybag, , , , ",1
3965,", , , shell 1
pfm0025u87 3l, , , , full garment",1
3966,", , , non woven
, , , , flaps + embroideries backside",1
3967,", , , shell 2
pr20 nylon fd (bulk), , , , top yoke, front & back + lining",1
3968,", , , shell 3
pr21, , , , sleeve + bottom body",1
3969,", , , insulation 
padding pk80g, , , , body + sleeves + collar",1
3970,", , , zipper delrin # 5
1way - separable - autolock
sd51ma.rt, , , , front zip",1
3971,", , , zipper delrin # 5
1way - non separable - non lock
sd51ma.rt, , , , 2x pocket zipper",1
3972,", , , zipper vislon #5 (left insert)
1way - separable - autolock -
vsor-56 da86 e p14 kensin musi n-anti newkob4, , , , 1x jacket connection",1
3973,", , , cord puller, , , , 1x front zipper",1
3974,", , , 17mm flat metal snap  
(male & female parts), , , , 2x cuff tab
1x chest pocket flap",1
3975,", , , 17mm flat metal snap  
(male part), , , , 2x bottom sleeve",1
3976,", , , 10mm metal eyelet, , , , 4x front hood adjustment
2x bottom adjustement",1
3977,", , , 2,5mm elastic cord , , , , 1x bottom adjustment
1x front hood adjustment",1
3978,", , , cord stopper 20mm, , , , 1x bottom adjustment",1
3979,", , , small cord stopper 20mm, , , , 2x front hood adjustment",1
3980,", , , plastic pearl, , , , 2x front hood adjustment",1
3981,", , , 5mm polyester webbing , , , , 2x bottom adjustement to hold stopper and cord",1
3982,", , , 12mm nylon webbing , , , , 1x back neckline (jkt connection)
2x 7cm from bottom sleeve ( jkt connection)",1
3983,", , , 8mm plastic snap, , , , 1x back neckline (jkt connection)
2x 7cm from bottom sleeve ( jkt connection)",1
3984,", , , zipper vislon #5 (right insert)
1 way-separable-autolock - reversible - du puller
vsor-58 du4 e p14 kensin musi n-anti newkob4, , , , front zip",1
3985,", , , lycra binding 10mm folded, , , , bottom sleeve",1
3986,", , , webbing 5mm, , , , 1x back neckline (jkt connection)
2x 4cm from bottom sleeve ( jkt connection)",1
3987,", , , embroidery lafuma 72mm, , , , right top front
outer jacket",1
3988,", , , embroidery leaf 20mm, , , , left top sleeve 
outer jacket",1
3989,", , , climactive labels
, , , , left side seam ",1
3990,", , , woven label
, , , , on the left pocket
refer to the lining page",1
3991,", , , size woven label mmg 
men alpha/top, , , , neckline / centered ",1
3992,", , , care label & p.o. label, , , , left side seam ",1
3993,", , , main label
, , , , neckline / centered ",1
3994,", , , size woven label mmg 
men alpha/top, , , , neckline / centered ",1
3995,", , , care label & p.o. label, , , , left side seam ",1
3996,", , ,  hang tag, , , , ",1
3997,", , , hang tag mix & match, , , , front zipper ",1
3998,", , , hang tag low impact, , , , ",1
3999,", , , hangtag lafuma corporate, , , , left side pocket",1
4000,", , , hang tag climactive
, , , , insert on corporate ht",1
4001,", , , hang tag pfc free, , , , ",1
4002,", , , polybag, , , , ",1
4003,", , , shell 1 -
 dt-1598, , , , full garment ",1
4004,", , , cotton touch, , , , bottom, sleeve, collar facing",1
4005,", , , brushed tricot, , , , pocket bag",1
4006,", , , non woven
, , , , embroideries backside",1
4007,", , , #8 matellic plastic zipper, open end, right insert, autolock slider with dalh puller in enamel, , , , 1x front zip",1
4008,", , , zipper reversed # 5
1 way -  non separable - non lock, , , , 2x hands pockets",1
4009,", , , cord puller, , , , 1x front zip",1
4010,", , , cotton herringbone twill tape 12mm, , , , 1x neckline finishing",1
4011,", , , marking, , , , ",1
4012,", , , embroidery lafuma 72x13mm, , , , right top front",1
4013,", , , embroidery leaf 20mm, , , , left top sleeve",1
4014,", , , main label medium size, , , , neckline / centered ",1
4015,", , , size woven label mmg 
men alpha/top, , , , neckline / centered ",1
4016,", , , woven label windactive, , , , left side seam ",1
4017,", , , care label & p.o. label, , , , left side seam ",1
4018,", , , hang tag low impact, , , , ",1
4019,", , , hangtag lafuma corporate, , , , left side pocket",1
4020,", , , hangtag lafuma windactive , , , , inserted inside corporate hangtag
",1
4021,", , , hang tag pfc free, , , , ",1
4022,", , , polybag, , , , ",1
4023,", , , shell 1
6302 5k/5k, , , , shell1",1
4024,", , , nylon 210 t
, , , , sleeve
hood",1
4025,", , , mesh lining, , , , body lining",1
4026,", , , brushed tricot, , , , pocket bags
storm flap",1
4027,", , , seam tape  ( local sourcing)
, , , , all seam ( fully seam taped jkt)",1
4028,", , , non woven ( local sourcing)
, , , , flaps + embroideries backside",1
4029,", , , shell 2
pr20 nylon fd (bulk)
, , , , inner jkt",1
4030,", , , nylon 210 t ( local sourcing), , , , sleeves
pockets lining ",1
4031,", , , lining
brush tricot  ( local sourcing)
ref: am1378 asia fit, , , , body lining",1
4032,", , , insulation 
primaloft black eco 100 grs
, , , , body & sleeve",1
4033,", , , zipper nylon # 5 - waterproof
1way - separable - autolock cro-56 mwp-ydt 066 dalh, , , , front zip",1
4034,", , , zipper vislon # 3  - ""left insert""
1way - separable - autolock 
 vsor-36 da e p12 kensin musi n-anti newkob4, , , , zipper on lining / 3in1 system",1
4035,", , , zipper reverse # 5
1way - non separable - non lock
sn52max, , , , 2x hands pockets 
1x chest pocket",1
4036,", , , cord puller, , , , 1 x front opening
2 x front pockets
1x chest pocket",1
4037,", , , 2,5 mm elastic cord , , , , bottom adjustment  (1)
hood adjustment (1)",1
4038,", , , mmg cord stopper 
20mm+slit, , , , bottom adjustment  (1)
hood adjustment (2)",1
4039,", , , plastic pearl, , , , hood adjustment (2)",1
4040,", , , 10mm metal eyelet, , , , bottom adjustment  (2)
hood adjustment (4)",1
4041,", , , 5mm nylon webbing , , , , bottom adjustment  (2)
hood adjustment (2)",1
4042,", , , 12mm nylon webbing , , , , jkt connection ",1
4043,", , , 8mm plastic snap, , , , jkt connection ",1
4044,", , , velcro male ( rounded corner) 10x60mm, , , , 3x collar flap (storage hood on collar)",1
4045,", , , velcro female  ( rounded corner) 10x60mm, , , , 3x collar
3x bottom back hood (storage hood on collar)",1
4046,", , , velcro female ( rounded corner)
20x100mm, , , , back hood adjustment
on  hood",1
4047,", , , velcro male ( rounded corner)
20x60mm, , , , back hood adjustment flap
on  hood",1
4048,", , , velcro female ( rounded corner)
20x80mm, , , ,  cuff adjustment
on  garment  ",1
4049,", , , velcro male ( rounded corner)
20x60mm, , , ,  cuff adjustment
on  flap ",1
4050,", , , zipper vislon # 3 - ""right insert""
1way - separable - autolock
vs(bi color)or -38 du2 e p12 kensin musi n-anti newkob4, , , , front zip",1
4051,", , , 5mm webbing , , , , jkt connection",1
4052,", , , elastic binding total width 20mm, , , , bottom hem
cuff hem",1
4053,", , , embroidery  lafuma 60 mm, , , , right front / top",1
4054,", , , embroidery lafuma feuille 20 mm, , , , left sleeve / top",1
4055,", , ,  climactive woven fly, , , , bottom left back",1
4056,", , , embroidery  lafuma 60 mm, , , , right front / top",1
4057,", , , embroidery lafuma feuille 20 mm, , , , left sleeve / top",1
4058,", , , insulation 
primaloft black eco 100 grs
, , , , right side seam / inside jkt",1
4059,", , , main label medium size, , , , neckline / centered ",1
4060,", , , size woven label mmg 
alpha women /top, , , , neckline / centered ",1
4061,", , , care label & p.o. label, , , , left side seam ",1
4062,", , , main label medium size, , , , neckline / centered ",1
4063,", , , size woven label mmg 
alpha women /top, , , , neckline / centered ",1
4064,", , , care label & p.o. label, , , , left side seam ",1
4065,", , , hang tag mix & match, , , , front zipper",1
4066,", , , hang tag low impact, , , , ",1
4067,", , , hangtag lafuma corporate, , , , left side pocket",1
4068,", , , hang tag climactive, , , , refer artwork for position ",1
4069,", , , hang tag"" primaloft"" black eco , , , , ",1
4070,", , , hang tag pfc free, , , , ",1
4071,", , , polybag, , , , ",1
4072,", , , shell 1
6302 5k/5k, , , , shell 1",1
4073,", , , nylon 210 t
, , , , front
sleeves
hood",1
4074,", , , mesh lining, , , , back",1
4075,", , , brushed tricot, , , , pocket bags
chin protection",1
4076,", , , seam tape  ( local sourcing)
, , , , full",1
4077,", , , non woven ( local sourcing)
, , , , flaps + embroideries backside",1
4078,", , , inverted coil #5
1way - separable- autolock
sn51ma.rt, , , , front zip ",1
4079,", , , inverted coil #5
1way-  non separable - non lock
sn52max 
, , , , hands pockets ",1
4080,", , , zipper vislon # 3 - left insert
- 1way - separable - autolock
 vsor-36 da e p12 kensin musi n-anti newkob4, , , , inside jkt / 3in1 system",1
4081,", , , inverted coil  #3 
non separable - non lock - drop puller
sn31wdm , , , , inner pocket ",1
4082,", , , cord puller, , , , front zipper 1x
hand pockets 2x",1
4083,", , , 12mm flat metal snap  
(male & female) 5 (nvisible), , , , front opening
",1
4084,", , , 12mm nylon webbing , , , , jkt connection 
neckline  (1)
sleeves connection(2)",1
4085,", , , 8mm plastic snap, , , , jkt connection 
neckline  (1)
sleeves connection(2)",1
4086,", , , 2,5 mm elastic cord , , , , bottom adjustment (1)
hood adjustment ( 1)",1
4087,", , , mmg cord stopper 20mm
+ slit 
, , , , bottom adjustment  (1)
hood adjustment ( 2)",1
4088,", , , plastic pearl, , , , hood adjustment  (2)",1
4089,", , , 10mm metal eyelet, , , , hood adjustment (4)
bottom adjustement (2)",1
4090,", , , 5mm nylon webbing , , , , bottom adjustment  (1)
hood adjustment (2)",1
4091,", , , velcro female (rounded corner)
12x60mm, , , , hood (3)
collar (3)",1
4092,", , , velcro male (rounded corner)
12x60mm, , , , collar flap (3)",1
4093,", , , velcro female ( rounded corner)
20x80mm, , , ,  cuff adjustment
on  garment  ",1
4094,", , , velcro male ( rounded corner)
20x60mm, , , ,  cuff adjustment
on  flap ",1
4095,", , , velcro female ( rounded corner)
20x100mm, , , , back hood adjustment
on  garment  ",1
4096,", , , velcro male ( rounded corner)
20x60mm, , , , back hood adjustment 
on  flap ",1
4097,", , , bourdon stitching, , , , top pocket / along seam",1
4098,", , , embroidery  lafuma 60mm, , , , right front / top",1
4099,", , , embroidery lafuma feuille 20 mm, , , , left sleeve / top",1
4100,", , ,  climactive woven fly, , , , bottom left back",1
4101,", , , main label medium size, , , , neckline / centered ",1
4102,", , , size woven label mmg 
alpha women /top, , , , neckline / centered ",1
4103,", , , care label & p.o. label, , , , left side seam ",1
4104,", , , hang tag mix & match, , , , front zipper",1
4105,", , , hang tag low impact, , , , refer artwork for position ",1
4106,", , , hangtag lafuma corporate, , , , left side pocket",1
4107,", , , hang tag climactive, , , , refer artwork for position ",1
4108,", , , hang tag pfc free, , , , back of corporate ht",1
4109,", , , polybag, , , , for garment packing ",1
4110,", , , shell 1
pfm0025v4 3l, , , , outer jkt
+ pocket bag",1
4111,", , , non woven, , , , flaps + embroideries backside",1
4112,", , , shell 2
pr20 nylon fd (bulk), , , , inner jacket",1
4113,", , , shell 2
pr20 nylon fd (bulk), , , , inner jacket lining",1
4114,", , , non woven, , , , flaps + embroideries backside",1
4115,", , , fake fur
ref # f1g0405klxe049n
nanjing hg-nice gain fabric co.,ltd, , , , front hood ",1
4116,", , , insulation 
padding sk2 quality 120g, , , , body",1
4117,", , , insulation 
padding sk2 quality 80g, , , , sleeve - hodd",1
4118,", , , zipper delrin # 5
2ways - separable - autolock
sd51ma.rt, , , , front zip",1
4119,", , , zipper delrin # 3 (left insert)
1way - separable- autolock
sd31ma.rt
, , , , inside jacket / 3in1 system",1
4120,", , , cord puller, , , , 1x front zipper",1
4121,", , , 12mm flat metal snap - invisible
(female & male part), , , , 6x front opening
2x cuff adjustement
2x pocket",1
4122,", , , 12mm flat metal snap  
(male part), , , , 2x cuff adjustement
",1
4123,", , , 12mm flat metal snap  
(female part), , , , jkt connection 
1x inside middle hood
(refer to hood detail page)",1
4124,", , , invisible plastic snap button , , , , jkt connection 
1x back neckline webbing
2x bottom sleeve webbing",1
4125,", , , webbing 10mm width, , , , jkt connection 
1x back neckline
2x bottom sleeve ",1
4126,", , , velcro female ( rounded corner)
20x100mm, , , , back hood adjustment
on  garment  ",1
4127,", , , velcro male ( rounded corner)
20x60mm, , , , back hood adjustment 
on  flap ",1
4128,", , , zipper delrin #3 (right insert)
1 way-separable-autolock - reversible puller
sd31maxr8, , , , front zip",1
4129,", , , mmg webbing 5mm, , , , 1x back neckline
2x bottom sleeve",1
4130,", , , 10mm elastic, , , , bottom sleeve",1
4131,", , , 12mm flat metal snap  
(male part), , , , jkt connection 
1x under middle hood
(refer to the sketches)",1
4132,", , , embroidery lafuma 60mm, , , , right top front / 
outer jkt",1
4133,", , , embroidery leaf 20mm, , , , center on top sleeve / 
outer jkt",1
4134,", , , woven label climactive, , , , left bottom side",1
4135,", , , embroidery lafuma 60mm, , , , right top front / 
inner jkt",1
4136,", , , embroidery leaf 20mm, , , , center on top sleeve / 
inner jkt",1
4137,", , , main woven label big size, , , ,  on pocket",1
4138,", , , size woven label mmg 
alpha women /top, , , , on the left pocket
refer to the lining page",1
4139,", , , care label & p.o. label, , , , left side seam ",1
4140,", , , woven label
, , , , neckline / centered 
",1
4141,", , , size woven label mmg 
alpha women /top, , , , neckline / centered 
inner jacket",1
4142,", , , care label & p.o. label, , , , left side seam 
inner jacket",1
4143,", , , hang tag low impact, , , , ",1
4144,", , , hangtag lafuma corporate, , , , front zipper",1
4145,", , , hang tag climactive
, , , , inside corporate ht",1
4146,", , , hang tag pfc free, , , , ",1
4147,", , , polybag, , , , ",1
4148,", , , shell 1 
06302 5k/5k, , , , outer jacket",1
4149,", , , shell 3
highloft fleece ca491, , , , hood lining",1
4150,", , , fake fur
ref # f1g0405klxe049n
nanjing hg-nice gain fabric co.,ltd, , , , front hood",1
4151,", , , nylon 210 t
, , , , body + sleeves + pockets lining ",1
4152,", , , seam tape critical, , , , collar + hood + shoulder + armhole",1
4153,", , , non woven
, , , , collar + flaps + embroideries backside",1
4154,", , , shell 2
8093 ldf3, , , , inner jacket",1
4155,", , , shell 2
8093 ldf3, , , , inner jacket lining",1
4156,", , , insulation 
padding pk80 - weight 150g, , , , body",1
4157,", , , insulation 
padding pk80 - weight 100g, , , , sleeves + collar",1
4158,", , , zipper delrin # 5
2ways - separable - autolock
sd51ma.rt, , , , front zip",1
4159,", , , zipper vislon # 3  - ""left insert""
1way - separable - autolock 
 vsor-36 da e p12 kensin musi n-anti newkob4, , , , inside jacket / 3in1 system",1
4160,", , , zipper inverted coil #5
1way - non separable - non lock 
sn52max, , , , 2x front pocket",1
4161,", , , zipper inverted coil #3  
1way - non separable - non lock 
sn31wdm, , , , security pocket",1
4162,", , , cord puller, , , , 1x front zipper",1
4163,", , , 12mm flat metal snap - invisible
(female & male part), , , , 6x front opening
5x bottom hood +  collar flap
2x cuff adjustement
5x removable fake fur on front hood",1
4164,", , , 12mm flat metal snap  
(female part), , , , 
1x middle collar top flap
",1
4165,", , , 12mm flat metal snap  
(male part), , , , 2x cuff adjustement",1
4166,", , , velcro female 20mm width
(rounded corner), , , , 1x back hood
",1
4167,", , , velcro male 20mm width
(rounded corner), , , , 1x back hood flap
",1
4168,", , , 12mm nylon webbing , , , , jkt connection 
1x inside back neckline
2x inside bottom sleeve",1
4169,", , , 8mm plastic snap, , , , jkt connection 
inside back neckline webbing
inside bottom sleeve webbing",1
4170,", , , zipper vislon # 3 - ""right insert""
1way - separable - autolock
vs(bi color)or -38 du2 e p12 kensin musi n-anti newkob4, , , , front zip",1
4171,", , , mmg webbing 5mm width, , , , 1x back neckline
2x bottom sleeve",1
4172,", , , 10mm elastic, , , , bottom sleeve",1
4173,", , , embroidery lafuma 60mm, , , , right top front / 
outer jkt",1
4174,", , , embroidery leaf 20mm, , , , left top sleeve / 
outer jkt",1
4175,", , , embroidery lafuma 60mm, , , , right top front / 
inner jkt",1
4176,", , , embroidery leaf 20mm, , , , left top sleeve / 
inner jkt",1
4177,", , , woven label
, , , , neckline / centered ",1
4178,", , , size woven label mmg 
alpha women /top, , , , neckline / centered ",1
4179,", , , care label & p.o. label, , , , left side seam ",1
4180,", , , woven label climactive
, , , , left side seam ",1
4181,", , , woven label
, , , , neckline / centered 
",1
4182,", , , size woven label mmg 
alpha women /top, , , , neckline / centered 
inner jacket",1
4183,", , , care label & p.o. label, , , , left side seam 
inner jacket",1
4184,", , ,  hang tag, , , , ",1
4185,", , , hang tag mix & match, , , , front zipper ",1
4186,", , , hangtag lafuma corporate, , , , left side pocket",1
4187,", , , hang tag climactive
, , , , insert on corporate ht",1
4188,", , , hang tag pfc free, , , , ",1
4189,", , , polybag, , , , ",1
4190,", , , shell 1
pfm0025v4 3l, , , , outer jkt
+ pocket bag",1
4191,", , , full seam tape, , , , full seam tape",1
4192,", , , non woven, , , , flaps + embroideries backside",1
4193,", , , shell 2
pr21, , , , inner jacket",1
4194,", , , shell 3
pr20 nylon fd (bulk), , , , top & back yoke",1
4195,", , , taffeta 210t, , , , sleeve lining",1
4196,", , , brushed tricot, , , , pocket bag",1
4197,", , , non woven, , , , flaps + embroideries backside",1
4198,", , , zipper delrin # 5
1way - separable - autolock
sd51ma.rt, , , , front zip",1
4199,", , , zipper vislon # 3 - 1way - separable - left insert
 vsor-36 da e p12 kensin musi n-anti newkob4, , , , inside jacket / 3in1 system",1
4200,", , , cord puller, , , , 1x front zipper",1
4201,", , , 12mm flat metal snap - invisible
(female & male part), , , , 5x front opening
2x cuff adjustement
2x pocket",1
4202,", , , 12mm flat metal snap  
(male part), , , , 2x cuff adjustement
",1
4203,", , , invisible plastic snap button , , , , jkt connection patch on webbing
1x back neckline webbing
2x bottom sleeve webbing",1
4204,", , , webbing 10mm width, , , , jkt connection 
1x back neckline
2x bottom sleeve ",1
4205,", , , 2,5 mm elastic cord string, , , , front hood adjustment ",1
4206,", , , mmg cord stopper
20mm+slit, , , , front hood adjustment ",1
4207,", , , plastic pearl, , , , front hood adjustment ",1
4208,", , , 10mm metal eyelet, , , , front hood adjustment ",1
4209,", , , webbing 5mm, , , , front hood adjustment to hold cord stopper",1
4210,", , , zipper vislon # 3 - 1way - separable - reversible puller - right insert
vsor-38 du2 e p12 kensin musi n-anti newkob4, , , , front zip",1
4211,", , , mmg webbing 5mm width, , , , 1x back neckline
2x bottom sleeve",1
4212,", , , embroidery lafuma 60mm, , , , right top front / 
outer jkt",1
4213,", , , embroidery leaf 20mm, , , , center on top sleeve / 
outer jkt",1
4214,", , , woven label climactive, , , , left bottom side",1
4215,", , , woven label
, , , , on the left pocket
refer to the lining page",1
4216,", , , size woven label mmg 
alpha women /top, , , , on the left pocket
refer to the lining page",1
4217,", , , care label & p.o. label, , , , left side seam ",1
4218,", , , main label
, , , , neckline / centered 
inner jacket",1
4219,", , , size woven label mmg 
alpha women /top, , , , neckline / centered 
inner jacket",1
4220,", , , care label & p.o. label, , , , left side seam 
inner jacket",1
4221,", , , hang tag mix & match, , , , front zipper ",1
4222,", , , hang tag low impact, , , , ",1
4223,", , , hangtag lafuma corporate, , , , refer artwork for position ",1
4224,", , , hang tag climactive
, , , , refer artwork for position ",1
4225,", , , hang tag pfc free, , , , ",1
4226,", , , polybag, , , , ",1
4227,", , , shell 1 -
sms order dt-989
bulk order dt-1598, , , , body",1
4228,", , , cotton touch fabric, , , , under front flap
bottom body + sleeves
hood finishing",1
4229,", , , polyester mesh
, , , , pocket bag",1
4230,", , , non woven
, , , , embroideries backside
+storm flap",1
4231,", , , zipper reversed # 5
1 way - separable - autolock, , , , 1x front zip",1
4232,", , , zipper reversed # 5
1 way -  non separable - non lock, , , , 2x hands pocket ",1
4233,", , , cord puller, , , , 1x front zipper",1
4234,", , , 8mm metal eyelet, , , , 2x waist adjustment",1
4235,", , , cotton herringbone twill tape 12mm, , , , 1x hood finishing",1
4236,", , , drawstring 12 mm width + plastic tips, , , , 1x waist adjustement",1
4237,", , ,  embroidery lafuma 60mm, , , , right top front",1
4238,", , , embroidery leaf 20mm, , , , left top sleeve",1
4239,", , , woven label windactive, , , , bottom left back",1
4240,", , , lafuma labels
, , , , neckline / centered ",1
4241,", , , size woven label mmg 
alpha women /top, , , , neckline / centered ",1
4242,", , , care label & p.o. label, , , , left side seam ",1
4243,", , ,  hang tag, , , , ",1
4244,", , , hang tag low impact, , , , ",1
4245,", , , hangtag lafuma corporate, , , , left side pocket zipper",1
4246,", , , hangtag lafuma windactive , , , , insert on corporate hang tag ",1
4247,", , , hang tag pfc free, , , , ",1
4248,", , , polybag, , , , ",1
4249,", , , shell 1
dt-1598, , , , body",1
4250,", , , cotton touch fabric, , , , full storm flap
bottom, bottom sleeves & hood finishing",1
4251,", , , polyester mesh
, , , , pocket bag",1
4252,", , , non woven
, , , , embroideries backside
+storm flap",1
4253,", , , zipper vislon # 5 
1way - separable - autolock
, , , , 1x front zip",1
4254,", , , zipper invisible #3
1way - non separable - non lock  - drop puller
sn31wma, , , , 2x hands pocket ",1
4255,", , , cord puller, , , , 1x front zipper",1
4256,", , , marking, , , , ",1
4257,", , ,  embroidery lafuma 60mm, , , , right top front",1
4258,", , , embroidery leaf 20mm, , , , left top sleeve",1
4259,", , , labels, , , , ",1
4260,", , , woven label windactive, , , , bottom left back",1
4261,", , , lafuma labels
, , , , neckline / centered ",1
4262,", , , size woven label mmg 
alpha women /top, , , , neckline / centered ",1
4263,", , , care label & p.o. label, , , , left side seam ",1
4264,", , ,  hang tag, , , , ",1
4265,", , , hang tag low impact, , , , ",1
4266,", , , hangtag lafuma corporate, , , , left side pocket zipper",1
4267,", , , hangtag lafuma windactive , , , , insert on corporate hang tag ",1
4268,", , , hang tag pfc free, , , , ",1
4269,", , , polybag, , , , ",1
4270,", , , delrin zipper #5
1 way  - separable - auto-lock
sd51ma.rt, , , , front zip",1
4271,", , , zipper vislon # 3 - 1way - separable - left insert
 vsor-36 da e p12 kensin musi n-anti newkob4, , , , front zip (inside jkt)
 / 3in1 system",1
4272,", , , nylon zipper inverted #5
1 way  - non separable - non lock
sn52max, , , , hands pockets under flap",1
4273,", , , cord puller, , , , front opening (1)",1
4274,", , , 12mm flat metal snap  
(male & female)
invisible, , , , 5x front opening 
2x cuff
5x hood + collar",1
4275,", , , 12mm flat metal snap  
male part, , , , 2x cuff",1
4276,", , , 12mm flat metal snap  
female part, , , , 3x top collar",1
4277,", , , 2,5mm elastic cord , , , , waist adjustment  inside pkt (1)
hood adjustment (1)",1
4278,", , , mmg cord stopper
20mm+slit, , , , waist adjustment  inside pkt (2)
hood adjustment (2)",1
4279,", , , plastic pearl, , , , waist adjustment  inside pkt (2) 
hood adjustment (2)",1
4280,", , , 10mm metal eyelet, , , , hood adjustment (4)
waist adjustment  inside pkt (4)",1
4281,", , , 5mm polyester webbing , , , , waist adjustment  (2)
hood adjustment (2)",1
4282,", , , 12mm nylon webbing , , , , jkt connection 
bottom sleeve (2)
back neckline (1)",1
4283,", , , 10mm plastic snap, , , , jkt connection 
bottom sleeve (2)
back neckline (1)",1
4284,", , , velcro female ( rounded corner) velvet
20x100mm, , , , back hood adjustment
on  garment  ",1
4285,", , , velcro male ( rounded corner) hook
20x60mm, , , , back hood adjustment 
on  flap ",1
4286,", , , zipper vislon # 3 - 1way - separable - reversible puller - right insert
vsor-38 du2 e p12 kensin musi n-anti newkob4, , , , front zip",1
4287,", , , mmg webbing 5mm width, , , , jkt connection",1
4288,", , , embroidery  lafuma 60 mm, , , , right front / top",1
4289,", , , embroidery lafuma feuille 20 mm, , , , left sleeve / top",1
4290,", , , woven label climactive, , , , insert in left side seam
7cm from bottom finish edge",1
4291,", , , woven label
, , , , neckline / centered ",1
4292,", , , size woven label mmg 
alpha women /top, , , , neckline / centered ",1
4293,", , , care label & p.o. label, , , , left side seam ",1
4294,", , , printed tape 5mm, , , , neckline / centered ",1
4295,", , , size woven label mmg 
alpha women /top, , , , neckline / centered ",1
4296,", , , care label & p.o. label, , , , left side seam ",1
4297,", , , hang tag mix & match, , , , front zipper",1
4298,", , , hangtag lafuma corporate, , , , left pocket zipper",1
4299,", , , hang tag climactive, , , , insert inside corporate ht",1
4300,", , , hang tag pfc free, , , , ",1
4301,", , , polybag, , , , ",1
4302,", , , shell 1
06302 5k/5k libolon, , , , body
",1
4303,", , , taffetas lining 210 t ( local sourcing), , , , body
sleeves
hood
pocket bags",1
4304,", , , seam tape  ( local sourcing), , , , critical (shoulders, hood, neckline, armhole)",1
4305,", , , non woven ( local sourcing), , , , flaps + embroideries backside",1
4306,", , , shell 2
e3400 asia pacific, , , , inner jkt  
",1
